url,common,preferred,brand,inn,pubchem,who_atc,cas,originator,stereochemistry,formula,mw,investigational,us_market,us_market_year,us_prev_market,first_year_approval,fda_links,target_list,condition_list,patent_list,pubmed,pmid,mesh,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,id
9004-65-3,https://drugs.ncats.io/drug/RN3152OP35,"['HYPROMELLOSE 2910 (4000 MPA.S)', 'METHOCEL 40-202', 'HPMC 2910 (4000 CPS)', 'HYDROXYPROPYL METHYLCELLULOSE 2910 (4000 CPS)', 'HYPROMELLOSE 2910 (4000 CPS)']",HYPROMELLOSE 2910 (4000 MPA.S),"['METHOCEL E4M', 'BENECEL HPMC E4M', 'COLLAGEX-RAPID COMPONENT HYPROMELLOSE 2910 (4000 MPA.S)']",,nan,S01KA02,,,,,0,0,,0,1990.0,[],[],[],[],[],[],,HYPROMELLOSE 2910 (4000 MPA.S),https://pubchem.ncbi.nlm.nih.gov/compound/Hypromellose%202910%20(4000%20Mpa.S),FEATURED,9004-65-3,"11106-33-5, 125053-98-7, 125857-43-4, 1262284-64-9, 12673-53-9, 137397-89-8, 137397-90-1, 137397-91-2, 171544-38-0, 173080-61-0, 194615-25-3, 2227180-04-1, 2258661-54-8, 2376293-65-9, 2738514-21-9, 37341-76-7, 39363-71-8, 59029-31-1, 62683-26-5, 65607-39-8, 68073-10-9, 71373-07-4, 8063-82-9, 876407-53-3, 98112-80-2",COMPOUND,
69991-67-9,https://drugs.ncats.io/drug/X6324K3MBW,"['PERFLUOROPOLYMETHYLISOPROPYL ETHER', 'PERFLUOROPOLYMETHYLISOPROPYL ETHER (MW 3200)', 'PERFLUOROPOLYMETHYLISOPROPYL ETHER [ORANGE BOOK]']",PERFLUOROPOLYMETHYLISOPROPYL ETHER,[],,nan,,,,,,0,0,,1,2000.0,[],[],[],[],[],[],,PERFLUOROPOLYMETHYLISOPROPYL ETHER,https://pubchem.ncbi.nlm.nih.gov/compound/Perfluoropolymethylisopropyl%20ether,FEATURED,69991-67-9,,COMPOUND,
9002-84-0,https://drugs.ncats.io/drug/E1NC1JVS3O,"['POLYTETRAFLUOROETHYLENE', 'POLYTETRAFLUOROETHYLENE [ORANGE BOOK]', 'PTFE [INCI]', 'POLITEF [INN]', 'POLYTEF [HSDB]', 'POLY(TETRAFUOROETHYLENE)', 'POLYTEF [USAN]', 'ETHENE, 1,1,2,2-TETRAFLUORO-, HOMOPOLYMER', 'POLYTETRAFLUOROETHYLENE [MI]', 'ETHENE, TETRAFLUORO-, HOMOPOLYMER', 'POLITEF [WHO-DD]', 'ETHYLENE, TETRAFLUORO-, POLYMERS', 'POLYTETRAFLUOROETHYLENE [IARC]']",POLYTETRAFLUOROETHYLENE,"['TEFPOLY WL 3 P', 'TEFLON']",2776.0,nan,,,,,,0,0,,1,2000.0,[],[],[],[],[],[],D011138,POLYTETRAFLUOROETHYLENE,https://pubchem.ncbi.nlm.nih.gov/compound/Polytetrafluoroethylene,FEATURED,9002-84-0,"1059111-04-4, 107497-84-7, 1078068-41-3, 11100-52-0, 11100-53-1, 11100-55-3, 113796-63-7, 113796-64-8, 1150643-75-6, 1173720-21-2, 1189099-92-0, 120250-48-8, 122303-61-1, 1229246-38-1, 124364-97-2, 1262885-35-7, 12645-33-9, 127464-21-5, 1303611-88-2, 1314359-49-3, 132324-77-7, 137263-78-6, 137263-79-7, 137263-80-0, 137263-81-1, 137263-82-2, 139074-77-4, 1393846-38-2, 1411963-31-9, 142106-41-0, 144855-59-4, 147172-51-8, 151638-47-0, 151638-48-1, 1555631-27-0, 162874-32-0, 1672661-42-5, 173432-12-7, 173524-85-1, 173940-57-3, 177645-76-0, 1799711-33-3, 179987-17-8, 1802403-14-0, 1811504-87-6, 1812171-16-6, 186048-63-5, 186048-70-4, 186048-71-5, 1903777-94-5, 198228-60-3, 2006326-48-1, 200888-96-6, 202936-18-3, 203210-56-4, 2060526-63-6, 2081847-41-6, 210637-31-3, 2136579-25-2, 2138871-27-7, 2252447-31-5, 2313532-70-4, 2388978-93-4, 2683579-23-7, 271586-43-7, 335595-23-8, 361532-11-8, 37206-29-4, 37265-32-0, 37270-95-4, 37291-53-5, 37339-24-5, 39403-91-3, 39403-92-4, 438466-29-6, 438467-03-9, 50642-31-4, 50642-88-1, 52357-72-9, 52627-41-5, 52683-01-9, 53168-59-5, 54847-86-8, 55069-26-6, 55963-20-7, 56996-58-8, 57459-97-9, 59217-42-4, 60328-53-2, 61036-97-3, 61229-64-9, 62395-27-1, 62863-04-1, 62887-20-1, 654065-49-3, 66174-04-7, 66594-21-6, 67167-43-5, 689286-00-8, 69458-69-1, 70535-62-5, 70694-56-3, 73145-10-5, 753010-13-8, 75789-23-0, 75798-09-3, 777084-73-8, 79818-40-9, 808142-15-6, 82458-15-9, 82785-14-6, 83138-91-4, 83383-03-3, 849624-85-7, 849683-53-0, 85497-65-0, 86473-61-2, 865852-56-8, 866598-48-3, 868155-93-5, 86923-87-7, 9042-03-9, 9083-60-7, 9083-96-9, 9084-02-0, 90881-59-7, 911051-23-5, 91316-43-7, 92047-28-4, 958295-88-0, 99550-18-2, 99775-10-7, 1059111-04-4, 107497-84-7, 1078068-41-3, 11100-52-0, 11100-53-1, 11100-55-3, 113796-63-7, 113796-64-8, 1150643-75-6, 1173720-21-2, 1189099-92-0, 120250-48-8, 122303-61-1, 124364-97-2, 1262885-35-7, 12645-33-9, 127464-21-5, 1303611-88-2, 1314359-49-3, 132324-77-7, 137263-78-6, 137263-79-7, 137263-80-0, 137263-81-1, 137263-82-2, 139074-77-4, 1393846-38-2, 1411963-31-9, 142106-41-0, 144855-59-4, 147172-51-8, 151638-47-0, 151638-48-1, 1555631-27-0, 162874-32-0, 1672661-42-5, 173432-12-7, 173524-85-1, 173940-57-3, 177645-76-0, 1799711-33-3, 179987-17-8, 1811504-87-6, 1812171-16-6, 186048-63-5, 186048-70-4, 186048-71-5, 1903777-94-5, 198228-60-3, 2006326-48-1, 200888-96-6, 202936-18-3, 203210-56-4, 271586-43-7, 361532-11-8, 37206-29-4, 37265-32-0, 37270-95-4, 37291-53-5, 37339-24-5, 39403-91-3, 39403-92-4, 438466-29-6, 438467-03-9, 50642-31-4, 50642-88-1, 52357-72-9, 52627-41-5, 52683-01-9, 53168-59-5, 54847-86-8, 55069-26-6, 55963-20-7, 56996-58-8, 57459-97-9, 59217-42-4, 60328-53-2, 61036-97-3, 61229-64-9, 62395-27-1, 62863-04-1, 62887-20-1, 654065-49-3, 66174-04-7, 66594-21-6, 67167-43-5, 689286-00-8, 69458-69-1, 70535-62-5, 70694-56-3, 73145-10-5, 753010-13-8, 75789-23-0, 75798-09-3, 777084-73-8, 79818-40-9, 808142-15-6, 82458-15-9, 82785-14-6, 83138-91-4, 83383-03-3, 849624-85-7, 849683-53-0, 85497-65-0, 86473-61-2, 865852-56-8, 866598-48-3, 868155-93-5, 86923-87-7, 9042-03-9, 9083-60-7, 9083-96-9, 9084-02-0, 90881-59-7, 911051-23-5, 91316-43-7, 92047-28-4, 958295-88-0, 99550-18-2, 99775-10-7",COMPOUND,
9038-41-9,https://drugs.ncats.io/drug/E6S1NJ4Y5Q,"['SODIUM CELLULOSE PHOSPHATE [MART.]', 'CELLULOSE SODIUM PHOSPHATE [USP]', 'CELLULOSE SODIUM PHOSPHATE [ORANGE BOOK]', 'CELLULOSE SODIUM PHOSPHATE [VANDF]', 'CELLULOSE DISODIUM PHOSPHATE', 'SODIUM CELLULOSE PHOSPHATE [MI]', 'CELLULOSE DIHYDROGEN PHOSPHATE, DISODIUM SALT', 'SODIUM CELLULOSE PHOSPHATE', 'CELLULOSE SODIUM PHOSPHATE [USAN]', 'SODIUM CELLULOSE PHOSPHATE [WHO-DD]']",CELLULOSE SODIUM PHOSPHATE,['CALCIBIND'],,nan,V03AG01,,,,,0,0,,1,1982.0,[],[],[],[],[],[],,CELLULOSE SODIUM PHOSPHATE,https://pubchem.ncbi.nlm.nih.gov/compound/Cellulose%20Sodium%20Phosphate,FEATURED,"9038-41-9, 68444-58-6",68444-58-6,COMPOUND,
31672-68-1,https://drugs.ncats.io/drug/T4KG2IEK4J,"['HEXADIMETHRINE', 'HEXADIMETHRINE CATION', 'HEXADIMETHRINE ION']",HEXADIMETHRINE,[],,nan,,,,,,0,0,,1,1959.0,[],[],[],[],[],[],,HEXADIMETHRINE,https://pubchem.ncbi.nlm.nih.gov/compound/Hexadimethrine,FEATURED,31672-68-1,,COMPOUND,
26571-11-9,https://drugs.ncats.io/drug/48Q180SH9T,"['NONOXYNOL-9 [INCI]', 'NONOXYNOL 9 [USP]', 'NONOXYNOL-9.5', 'NONOXINOL 9 [EP]', 'NONOXINOL 9', 'NONAETHYLENE GLYCOL MONO(NONYLPHENYL) ETHER', 'POLY(OXY-1,2-ETHANEDIYL), .ALPHA.-(4-NONYLPHENYL)-.OMEGA.-HYDROXY-', 'POLYETHYLENE GLYCOL MONO(P-NONYLPHENYL) ETHER', 'PEG-9 NONYL PHENYL ETHER', 'NONOXINOL 9 [WHO-DD]', 'NONAETHYLENE GLYCOL NONYLPHENYL ETHER', 'NONOXYNOL-9 [ORANGE BOOK]', 'NONOXYNOL 9 [USAN]', 'NONYLPHENOL OCTA(OXYETHYLENE) ETHANOL', 'NONOXYNOL-9 [II]', 'POLYOXYETHYLENE(9)NONYLPHENYL ETHER', 'NONOXINOL 9 [WHO-IP]', 'NONOXYNOL-9 [VANDF]', 'NONOXINOLUM 9 [WHO-IP LATIN]', 'POLYETHYLENE GLYCOL 450 NONYL PHENYL ETHER', '26-(NONYLPHENOXY)-3,6,9,12,15,18,21,24-OCTAOXAHEXACOSAN-1-OL', 'NONOXINOL 9 [MART.]']",NONOXYNOL-9,"['NORFOX NP-9', 'DELFEN', 'TERGITOL NP-9', 'IGEPAL CO-630', 'TODAY']",,nan,,,,,,0,0,,1,1959.0,[],"['Cell membrane', 'Spermatozoa', 'Human immunodeficiency virus', 'Prostaglandin G$$H synthase 2']",['Pregnancy'],[],"['https://www.ncbi.nlm.nih.gov/pubmed/12519623', 'https://www.ncbi.nlm.nih.gov/pubmed/12519622', 'https://www.ncbi.nlm.nih.gov/pubmed/12569895', 'https://www.ncbi.nlm.nih.gov/pubmed/12434767', 'https://www.ncbi.nlm.nih.gov/pubmed/12710347', 'https://www.ncbi.nlm.nih.gov/pubmed/12481374', 'https://www.ncbi.nlm.nih.gov/pubmed/12749422', 'https://www.ncbi.nlm.nih.gov/pubmed/12684146', 'https://www.ncbi.nlm.nih.gov/pubmed/12680562', 'https://www.ncbi.nlm.nih.gov/pubmed/12660538', 'https://www.ncbi.nlm.nih.gov/pubmed/12560190', 'https://www.ncbi.nlm.nih.gov/pubmed/14567345', 'https://www.ncbi.nlm.nih.gov/pubmed/12604339', 'https://www.ncbi.nlm.nih.gov/pubmed/12742565', 'https://www.ncbi.nlm.nih.gov/pubmed/15162838', 'https://www.ncbi.nlm.nih.gov/pubmed/14754390', 'https://www.ncbi.nlm.nih.gov/pubmed/15028937', 'https://www.ncbi.nlm.nih.gov/pubmed/15288213', 'https://www.ncbi.nlm.nih.gov/pubmed/15598260', 'https://www.ncbi.nlm.nih.gov/pubmed/15587348', 'https://www.ncbi.nlm.nih.gov/pubmed/15541412', 'https://www.ncbi.nlm.nih.gov/pubmed/15208057', 'https://www.ncbi.nlm.nih.gov/pubmed/15208056', 'https://www.ncbi.nlm.nih.gov/pubmed/15170013', 'https://www.ncbi.nlm.nih.gov/pubmed/14990402', 'https://www.ncbi.nlm.nih.gov/pubmed/15560847', 'https://www.ncbi.nlm.nih.gov/pubmed/15577653', 'https://www.ncbi.nlm.nih.gov/pubmed/15568406', 'https://www.ncbi.nlm.nih.gov/pubmed/15388443', 'https://www.ncbi.nlm.nih.gov/pubmed/15461106', 'https://www.ncbi.nlm.nih.gov/pubmed/15325893', 'https://www.ncbi.nlm.nih.gov/pubmed/15325891', 'https://www.ncbi.nlm.nih.gov/pubmed/15128598', 'https://www.ncbi.nlm.nih.gov/pubmed/16116980', 'https://www.ncbi.nlm.nih.gov/pubmed/15888210', 'https://www.ncbi.nlm.nih.gov/pubmed/16041251', 'https://www.ncbi.nlm.nih.gov/pubmed/15932909', 'https://www.ncbi.nlm.nih.gov/pubmed/15829625', 'https://www.ncbi.nlm.nih.gov/pubmed/15707564', 'https://www.ncbi.nlm.nih.gov/pubmed/15964293', 'https://www.ncbi.nlm.nih.gov/pubmed/15914133', 'https://www.ncbi.nlm.nih.gov/pubmed/16036297', 'https://www.ncbi.nlm.nih.gov/pubmed/15867633', 'https://www.ncbi.nlm.nih.gov/pubmed/15916473', 'https://www.ncbi.nlm.nih.gov/pubmed/16206069', 'https://www.ncbi.nlm.nih.gov/pubmed/16235396', 'https://www.ncbi.nlm.nih.gov/pubmed/16229500', 'https://www.ncbi.nlm.nih.gov/pubmed/16154720', 'https://www.ncbi.nlm.nih.gov/pubmed/16154719', 'https://www.ncbi.nlm.nih.gov/pubmed/16194280']","['12519623', '12519622', '12569895', '12434767', '12710347', '12481374', '12749422', '12684146', '12680562', '12660538', '12560190', '14567345', '12604339', '12742565', '15162838', '14754390', '15028937', '15288213', '15598260', '15587348', '15541412', '15208057', '15208056', '15170013', '14990402', '15560847', '15577653', '15568406', '15388443', '15461106', '15325893', '15325891', '15128598', '16116980', '15888210', '16041251', '15932909', '15829625', '15707564', '15964293', '15914133', '16036297', '15867633', '15916473', '16206069', '16235396', '16229500', '16154720', '16154719', '16194280']",,NONOXYNOL-9,https://pubchem.ncbi.nlm.nih.gov/compound/Nonoxynol-9,FEATURED,"9016-45-9, 26027-38-3, 26571-11-9","102188-45-4, 103939-37-3, 105269-88-3, 106152-98-1, 107231-62-9, 11098-16-1, 11103-60-9, 11107-93-0, 111623-62-2, 112509-36-1, 114101-89-2, 1163687-50-0, 116711-78-5, 1202388-20-2, 1202388-26-8, 123019-34-1, 123068-21-3, 124057-60-9, 12767-68-9, 12789-12-7, 12790-67-9, 137263-06-0, 139281-67-7, 141490-14-4, 142985-89-5, 143929-07-1, 167140-06-9, 172521-16-3, 1809431-45-5, 1809431-82-0, 188612-23-9, 190856-87-2, 1943678-94-1, 202936-22-9, 205577-03-3, 2091900-73-9, 2096976-67-7, 226225-58-7, 226225-59-8, 2323620-11-5, 2332812-08-3, 2408592-97-0, 25640-88-4, 27288-14-8, 28136-10-9, 286015-24-5, 286015-28-9, 29594-36-3, 30676-83-6, 32196-52-4, 37187-23-8, 37210-94-9, 37230-99-2, 37280-80-1, 37291-67-1, 37336-52-0, 376647-33-5, 39289-57-1, 39316-45-5, 39316-73-9, 39346-85-5, 39373-71-2, 39392-83-1, 39393-36-7, 39421-49-3, 39453-05-9, 39454-98-3, 39475-46-2, 42617-03-8, 441352-55-2, 441352-56-3, 441352-57-4, 441352-58-5, 441352-59-6, 50855-29-3, 509171-19-1, 50934-84-4, 51059-97-3, 51609-19-9, 51668-51-0, 51938-59-1, 51938-60-4, 52012-43-8, 52038-46-7, 52051-49-7, 52434-07-8, 52440-03-6, 52440-78-5, 52440-94-5, 52504-18-4, 52504-19-5, 52683-07-5, 53125-17-0, 53529-49-0, 53663-55-1, 53763-35-2, 53763-36-3, 54174-36-6, 54985-54-5, 55126-80-2, 55838-69-2, 56590-96-6, 57308-02-8, 57571-69-4, 59330-69-7, 60098-67-1, 60476-27-9, 61614-07-1, 61840-55-9, 62169-44-2, 62229-21-4, 62229-24-7, 62229-29-2, 623588-93-2, 63440-03-9, 63798-88-9, 64296-14-6, 64940-97-2, 65035-40-7, 65035-41-8, 65777-14-2, 66525-84-6, 67053-58-1, 72847-44-0, 72847-45-1, 74434-41-6, 74656-63-6, 74749-71-6, 75882-09-6, 76829-05-5, 77271-60-4, 80341-59-9, 80966-32-1, 81296-82-4, 83271-48-1, 874461-43-5, 9021-03-8, 90452-81-6, 9067-50-9, 93095-76-2, 933050-99-8, 942205-98-3, 95828-59-4, 96231-61-7, 96957-64-1, 96958-17-7, 96958-28-0, 99402-83-2, 99531-82-5, 100777-03-5, 102735-76-2, 113595-38-3, 117989-54-5, 120038-12-2, 124401-72-5, 12612-63-4, 131160-29-7, 1338788-01-4, 135229-74-2, 190386-13-1, 195065-75-9, 204842-55-7, 226924-41-0, 27942-26-3, 28776-15-0, 29319-48-0, 34149-89-8, 37330-04-4, 374934-72-2, 39042-04-1, 52440-21-8, 52440-22-9, 55247-80-8, 56214-26-7, 58339-76-7, 68858-84-4, 69154-14-9, 70025-66-0, 78009-08-2, 86243-62-1, 86727-29-9, 9002-95-3, 96827-50-8, 96827-63-3, 99550-41-1, 41257-07-2, 26571-11-9",COMPOUND,
9009-22-7,https://drugs.ncats.io/drug/P14877CDX2,"['POLYESTRADIOL PHOSPHATE [INN]', 'POLYESTRADIOL PHOSPHATE [MI]', 'ESTRADIOL PHOSPHATE POLYMER', 'POLYESTRADIOL PHOSPHATE [ORANGE BOOK]', 'POLYESTRADIOL PHOSPHATE [WHO-DD]', 'POLYESTRADIOL PHOSPHATE [VANDF]']",POLYESTRADIOL PHOSPHATE,['ESTRADURIN'],4009.0,nan,L02AA02,,,,,0,0,,1,1957.0,[],[],[],[],[],[],C008958,POLYESTRADIOL PHOSPHATE,https://pubchem.ncbi.nlm.nih.gov/compound/Polyestradiol%20Phosphate,FEATURED,"28014-46-2, 34828-67-6, 9009-22-7",9009-22-7,COMPOUND,
101418-00-2,https://drugs.ncats.io/drug/6I19M5GB0G,"['POLICRESULEN [INN]', 'POLICRESULEN [MI]', 'POLICRESULEN [WHO-DD]']",POLICRESULEN,"['ALBOTHYL', 'ALBOCRESIL']",5952.0,nan,G01AX03,,,,,0,0,,1,1941.0,[],[],[],[],['https://www.ncbi.nlm.nih.gov/pubmed/26279156'],['26279156'],,POLICRESULEN,https://pubchem.ncbi.nlm.nih.gov/compound/Policresulen,FEATURED,101418-00-2,,COMPOUND,
9037-22-3,https://drugs.ncats.io/drug/4XO4QFV777,"['AMYLOPECTIN, UNSPECIFIED SOURCE', 'AMYLOPECTIN [WHO-DD]', 'AMYLOPECTIN [INCI]', 'AMIOCA [MI]']","AMYLOPECTIN, UNSPECIFIED SOURCE",[],,nan,,,,,,0,0,,1,1921.0,[],[],[],[],[],[],,"AMYLOPECTIN, UNSPECIFIED SOURCE","https://pubchem.ncbi.nlm.nih.gov/compound/Amylopectin,%20unspecified%20source",FEATURED,,,COMPOUND,
9004-64-2,https://drugs.ncats.io/drug/RFW2ET671P,"['HYDROXYPROPYL CELLULOSE (1600000 WAMW)', 'HYDROXYPROPYL CELLULOSE (1200000 MW)', 'HYDROXYPROPYL CELLULOSE (TYPE H)']",HYDROXYPROPYL CELLULOSE (1600000 WAMW),"['KLUCEL HXF', 'KLUCEL HF']",,nan,,,,,,0,0,,0,1981.0,['NDA018771'],['the precorneal tear film'],"['Dry Eye Syndromes', 'Corneal Erosions, Recurring Hereditary', 'Keratitis']","['JP60049016', 'JP60217241']","['https://www.ncbi.nlm.nih.gov/pubmed/25858478', 'https://www.ncbi.nlm.nih.gov/pubmed/26754749']","['25858478', '26754749']",,HYDROXYPROPYL CELLULOSE (1600000 WAMW),https://pubchem.ncbi.nlm.nih.gov/compound/hydroxypropyl%20cellulose%20(1600000%20WAMW),FEATURED,,,COMPOUND,
1922968-73-7,https://drugs.ncats.io/drug/MLU3LU3EVV,"['NON-REPLICATING RECOMBINANT SELF-COMPLEMENTARY (SC) ADENO-ASSOCIATED VIRUS SEROTYPE 9 (AAV9) VECTOR CONTAINING THE CDNA OF THE SURVIVAL OF MOTOR NEURON 2 (SMN2) GENE UNDER THE CONTROL OF THE HYBRID CYTOMEGALOVIRUS (CMV) ENHANCER/CHICKEN BETA-ACTIN PROMOT', 'ONASEMNOGENE ABEPARVOVEC [USAN]', 'ONASEMNOGENE ABEPARVOVEC [WHO-DD]', 'ONASEMNOGENE ABEPARVOVEC [INN]']",ONASEMNOGENE ABEPARVOVEC,['ZOLGENSMA'],10619.0,nan,,,,,,0,1,['2019'],0,2019.0,[],[],[],[],[],[],,ONASEMNOGENE ABEPARVOVEC,https://pubchem.ncbi.nlm.nih.gov/compound/Onasemnogene%20Abeparvovec,FEATURED,1922968-73-7,,COMPOUND,
1823078-37-0,https://drugs.ncats.io/drug/Q6C9WHR03O,"['CAR.CD19-REDIRECTED T CELLS', 'GENE MODIFICATION OF T CELLS IS MEDIATED BY STABLE INSERTION VIA TRANSDUCTION WITH A SELF-INACTIVATING, REPLICATION-DEFICIENT LENTIVIRAL (LV) VECTOR CONTAINING THE CTL019 TRANSGENE UNDER THE CONTROL OF THE EF-1 ALPHA PROMOTER. THE DRUG PRODUCT IS A MIXTU', 'TISAGENLECLEUCEL [USAN]', 'TISAGENLECLEUCEL [INN]', 'TISAGENLECLEUCEL-T', 'TISAGENLECLEUCEL-T [WHO-DD]']",TISAGENLECLEUCEL,['KYMRIAH'],10557.0,nan,,,,,,0,1,['2017'],0,2017.0,[],[],[],[],[],[],,TISAGENLECLEUCEL,https://pubchem.ncbi.nlm.nih.gov/compound/Tisagenlecleucel,FEATURED,1823078-37-0,,COMPOUND,
1704499-30-8,https://drugs.ncats.io/drug/V9G528E9E0,['VIBRIO CHOLERAE CVD 103-HGR STRAIN LIVE ANTIGEN'],VIBRIO CHOLERAE CVD 103-HGR STRAIN LIVE ANTIGEN,[],,nan,,,,,,0,1,['2016'],0,2016.0,[],[],[],[],[],[],,VIBRIO CHOLERAE CVD 103 HGR STRAIN LIVE ANTIGEN,https://pubchem.ncbi.nlm.nih.gov/substance/482017545,RELEVANT,,,SUBSTANCE,
308067-60-9,https://drugs.ncats.io/drug/D7RD81HE4W,"['LAPINE T-LYMPHOCYTE IMMUNE GLOBULIN', 'ANTITHYMOCYTE IMMUNOGLOBULIN (RABBIT) [WHO-DD]', 'ANTI-HUMAN T-LYMPHOCYTE IMMUNOGLOBULIN, RABBIT [JAN]', 'ANTITHYMOCYTE IMMUNOGLOBULIN [WHO-DD]', 'RABBIT ANTI-HUMAN THYMOCYTE GLOBULIN', 'ANTI-T-LYMPHOCYTE IMMUNE GLOBULIN, RABBIT', 'RABBIT ANTI-HUMAN THYMOCYTE GLOBULIN (RATG)', 'ANTILYMPHOCYTE IMMUNOGLOBULIN (RABBIT) [WHO-DD]', 'RABBIT ANTITHYMOCYTE GLOBULIN', 'ANTI-THYMOCYTE GLOBULIN (RABBIT)', 'ANTI-THYMOCYTE GLOBULIN RABBIT', 'ANTITHYMOCYTE IMMUNOGLOBULIN', 'RABBIT ATG', 'RABBIT ANTI-THYMOCYTE IMMUNOGLOBULIN', 'ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, RABBIT [JAN]', 'ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, RABBIT']",LAPINE T-LYMPHOCYTE IMMUNE GLOBULIN,"['ATG FRESENIUS', 'TECELAC']",,nan,L04AA04,,,,,0,1,['1999'],0,1998.0,[],[],[],[],[],[],C512542,LAPINE T-LYMPHOCYTE IMMUNE GLOBULIN,https://pubchem.ncbi.nlm.nih.gov/compound/Lapine%20T-Lymphocyte%20Immune%20Globulin,FEATURED,308067-60-9,,COMPOUND,
339086-15-6,https://drugs.ncats.io/drug/129L90A25N,"['HUMAN CYTOMEGALOVIRUS IMMUNE GLOBULIN', 'CYTOMEGALOVIRUS IMMUNOGLOBULINS', 'CYTOMEGALOVIRUS IMMUNE GLOBULIN', 'CYTOMEGALOVIRUS IMMUNE GLOBULIN HUMAN', 'CYTOMEGALOVIRUS IMMUNE GLOBULIN INTRAVENOUS (HUMAN)', 'CYTOMEGALOVIRUS IMMUNE GLOBULIN (HUMAN)', 'CYTOMEGALOVIRUS IMMUNOGLOBULINS [MART.]', 'CYTOMEGALOVIRUS IMMUNE GLOBULIN [VANDF]', 'CYTOMEGALOVIRUS IMMUNE GLOBULIN IV HUMAN', 'CYTOMEGALOVIRUS IMMUNOGLOBULIN INTRAVENOUS (HUMAN)']",HUMAN CYTOMEGALOVIRUS IMMUNE GLOBULIN,"['CYTOGAM', 'IVEGAM-CMV', 'IMMUNOENDOCIG', 'CYTOGLOBIN', 'MEGALOTECT', 'CYTOTECT', 'CMV IMMUNOGLOBULIN', 'GLOBUMAN IV CMV', 'CMV IVEEGAM']",,nan,,,,,,0,1,['1990'],0,1990.0,[],[],[],[],[],[],,HUMAN CYTOMEGALOVIRUS IMMUNE GLOBULIN,https://pubchem.ncbi.nlm.nih.gov/compound/Human%20Cytomegalovirus%20Immune%20Globulin,FEATURED,"339086-15-6, 341505-73-5",,COMPOUND,
8001-22-7,https://drugs.ncats.io/drug/241ATL177A,"['SOYBEAN OIL', 'HIGH OLEIC SOYBEAN OIL (UNHYDROGENATED) [FCC]', 'GLYCINE MAX SEED OIL', 'SMOFLIPID COMPONENT SOYBEAN OIL', 'SOYA OIL', 'SOYBEAN OIL [VANDF]', 'SOYBEAN OIL [JAN]', 'SOYBEAN OIL [II]', 'SOYBEAN OIL (UNHYDROGENATED)', 'GLYCINE MAX SEED OIL [WHO-DD]', 'GLYCINE MAX (SOYBEAN) OIL [INCI]', 'SOYBEAN OIL [USP]', 'SOYBEAN OIL [USP-RS]', 'GLYCINE SOJA (SOYBEAN) OIL [INCI]', 'SOYBEAN OIL [ORANGE BOOK]', 'HIGH OLEIC SOYBEAN OIL (UNHYDROGENATED)', 'SOYBEAN OIL [MI]', 'SOYBEAN OIL (UNHYDROGENATED) [FCC]']",SOYBEAN OIL,"['INTRALIPID (FRESENIUS)', 'NUTRILIPID (B BRAUN)', 'LIPOSYN (HOSPIRA)', 'ENDOLIPIDE COMPONENT SOYA OIL', 'SOYA OIL COMPONENT OF ENDOLIPIDE']",,nan,M01AX26,,,,,0,1,['1975'],0,1975.0,['NDA017643'],[],[],[],[],[],D013024,SOYBEAN OIL,https://pubchem.ncbi.nlm.nih.gov/compound/Soybean%20Oil,FEATURED,8001-22-7,"152059-96-6, 358980-39-9, 8030-22-6, 84776-91-0, 152059-96-6, 358980-39-9, 8030-22-6",COMPOUND,
92129-86-7,https://drugs.ncats.io/drug/I7L8FKN87J,"['TUBERCULIN PURIFIED PROTEIN DERIVATIVE', 'TUBERCULIN PPD [WHO-DD]', 'TUBERCULIN PPD', 'TUBERCULIN, PURIFIED PROTEIN DERIVATIVE', 'TUBERCULIN PURIFIED PROTEIN DERIVATIVE [MI]', 'TUBERCULIN,PURIFIED PROTEIN DERIVATIVE [VANDF]', 'MYCOBACTERIUM TUBERCULOSIS PURIFIED PROTEIN DERIVATIVE', 'TUBERCULINUM [HPUS]', 'PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN']",TUBERCULIN PURIFIED PROTEIN DERIVATIVE,['APLISOL'],,nan,,,,,,0,1,['2000'],0,1956.0,[],[],[],[],[],[],,TUBERCULIN PURIFIED PROTEIN DERIVATIVE,https://pubchem.ncbi.nlm.nih.gov/compound/Tuberculin%20Purified%20Protein%20Derivative,FEATURED,92129-86-7,,COMPOUND,
8008-53-5,https://drugs.ncats.io/drug/KZW0R0686Q,"['IODIZED ETHYL ESTERS OF POPPYSEED FATTY ACIDS', 'ETHIODIZED OIL [MI]', 'IODISED OIL [MART.]', 'ETHIODIZED OIL [USP]', 'ETHIODIZED OIL [INCI]', 'ETHIODIZED OIL [ORANGE BOOK]', 'ETHIODIZED OIL [WHO-DD]']",ETHIODIZED OIL,['ETHIODOL'],,nan,,,,,,0,1,['1954'],0,1954.0,['NDA009190'],[],[],[],[],[],D004998,ETHIODIZED OIL,https://pubchem.ncbi.nlm.nih.gov/compound/Ethiodized%20Oil,FEATURED,8008-53-5,,COMPOUND,
