Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?
FLUORINE,FLUORINE,https://pubchem.ncbi.nlm.nih.gov/compound/24524,FEATURED,7782-41-4,"28077-97-6, 719993-31-4, 719993-31-4",COMPOUND,YES,YES,YES
FLUTAMIDE,FLUTAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3397,FEATURED,13311-84-7,37209-54-4,COMPOUND,YES,YES,YES
FOSTAMATINIB,FOSTAMATINIB,https://pubchem.ncbi.nlm.nih.gov/compound/11671467,FEATURED,901119-35-5,945745-48-2,COMPOUND,YES,YES,YES
FURAZOLIDONE,FURAZOLIDONE,https://pubchem.ncbi.nlm.nih.gov/compound/5323714,FEATURED,"67-45-8, 1217222-76-8","8023-25-4, 8027-73-4",COMPOUND,YES,YES,YES
GANIRELIX,GANIRELIX,https://pubchem.ncbi.nlm.nih.gov/compound/16130957,FEATURED,124904-93-4,123246-29-7,COMPOUND,YES,YES,YES
GATIFLOXACIN,GATIFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/5379,FEATURED,112811-59-3,160738-57-8,COMPOUND,YES,YES,YES
GENISTEIN,GENISTEIN,https://pubchem.ncbi.nlm.nih.gov/compound/5280961,FEATURED,"446-72-0, 690224-00-1",944110-99-0,COMPOUND,YES,YES,YES
GLIPIZIDE,GLIPIZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3478,FEATURED,29094-61-9,"172964-66-8, 29094-66-4, 38777-27-4",COMPOUND,YES,YES,YES
GLUTATHIONE,GLUTATHIONE,https://pubchem.ncbi.nlm.nih.gov/compound/124886,FEATURED,70-18-8,"1109226-07-4, 1655518-50-5, 1109226-07-4",COMPOUND,YES,YES,YES
GOSERELIN,GOSERELIN,https://pubchem.ncbi.nlm.nih.gov/compound/5311128,FEATURED,65807-02-5,70280-59-0,COMPOUND,YES,YES,YES
GRANISETRON,GRANISETRON,https://pubchem.ncbi.nlm.nih.gov/compound/Granisetron,FEATURED,109889-09-0,121061-98-1,COMPOUND,MISSING,YES,YES
GRAZOPREVIR,GRAZOPREVIR,https://pubchem.ncbi.nlm.nih.gov/compound/44603531,FEATURED,1350514-68-9,"1206524-75-5, 1356446-42-8",COMPOUND,YES,YES,YES
GREPAFLOXACIN,GREPAFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/72474,FEATURED,119914-60-2,"126292-40-8, 146863-02-7",COMPOUND,YES,YES,YES
GUAIFENESIN,GUAIFENESIN,https://pubchem.ncbi.nlm.nih.gov/compound/3516,FEATURED,93-14-1,"12041-73-5, 128707-44-8, 1336-67-0, 12041-73-5, 128707-44-8",COMPOUND,YES,YES,YES
HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3639,FEATURED,58-93-5,"125727-50-6, 8049-49-8, 8049-49-8",COMPOUND,YES,YES,YES
HYDROMORPHONE,HYDROMORPHONE,https://pubchem.ncbi.nlm.nih.gov/compound/5284570,FEATURED,466-99-9,"18145-12-5, 41376-02-7",COMPOUND,YES,YES,YES
HYDROXOCOBALAMIN,HYDROXOCOBALAMIN,https://pubchem.ncbi.nlm.nih.gov/compound/44475014,FEATURED,13422-51-0,8017-22-9,COMPOUND,YES,YES,YES
HYDROXYAMPHETAMINE,HYDROXYAMPHETAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/3651,FEATURED,103-86-6,1518-86-1,COMPOUND,YES,YES,YES
HYDROXYPROLINE,HYDROXYPROLINE,https://pubchem.ncbi.nlm.nih.gov/compound/5810,FEATURED,"618-28-0, 51-35-4","138-46-5, 17210-41-2, 21105-75-9, 24784-87-0, 54733-36-7",COMPOUND,YES,YES,YES
IBALIZUMAB,IBALIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Ibalizumab,FEATURED,680188-33-4,872357-57-8,COMPOUND,MISSING,YES,YES
IBUTILIDE,IBUTILIDE,https://pubchem.ncbi.nlm.nih.gov/compound/60753,FEATURED,"122647-31-8, 130350-52-6, 122647-32-9",100632-81-3,COMPOUND,YES,YES,YES
ICOSAPENT,ICOSAPENT,https://pubchem.ncbi.nlm.nih.gov/compound/446284,FEATURED,10417-94-4,25377-48-4,COMPOUND,YES,YES,YES
IFOSFAMIDE,IFOSFAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3690,FEATURED,3778-73-2,"36341-88-5, 84711-20-6",COMPOUND,YES,YES,YES
ILOPROST,ILOPROST,https://pubchem.ncbi.nlm.nih.gov/compound/5311181,FEATURED,78919-13-8,73873-87-7,COMPOUND,YES,YES,YES
IMIQUIMOD,IMIQUIMOD,https://pubchem.ncbi.nlm.nih.gov/compound/57469,FEATURED,"99011-02-6, 9050-31-1","168395-88-8, 37324-31-5, 405108-66-9, 42612-68-0, 52624-22-3, 9087-42-7",COMPOUND,YES,YES,YES
INDACATEROL,INDACATEROL,https://pubchem.ncbi.nlm.nih.gov/compound/6918554,FEATURED,312753-06-3,870265-20-6,COMPOUND,YES,YES,YES
INDINAVIR,INDINAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/5362440,FEATURED,150378-17-9,"166746-42-5, 216884-06-9, 166746-42-5",COMPOUND,YES,YES,YES
IPILIMUMAB,IPILIMUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Ipilimumab,FEATURED,477202-00-9,799813-32-4,COMPOUND,MISSING,YES,YES
ISAVUCONAZOLE,ISAVUCONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/6918485,FEATURED,241479-67-4,672948-06-0,COMPOUND,YES,YES,YES
ISOMETHEPTENE,ISOMETHEPTENE,https://pubchem.ncbi.nlm.nih.gov/compound/22297,FEATURED,503-01-5,65783-53-1,COMPOUND,YES,YES,YES
KETOROLAC,KETOROLAC,https://pubchem.ncbi.nlm.nih.gov/compound/3826,FEATURED,"74103-06-3, 66635-83-4",66635-83-4,COMPOUND,YES,YES,YES
LECITHIN,LECITHIN,https://pubchem.ncbi.nlm.nih.gov/compound/5287971,FEATURED,"8002-43-5, 17708-90-6","1799810-04-0, 252035-82-8, 2649116-22-1, 2765611-50-3, 55128-59-1, 8035-17-4, 8052-43-5, 8057-53-2",COMPOUND,YES,YES,YES
LEDIPASVIR,LEDIPASVIR,https://pubchem.ncbi.nlm.nih.gov/compound/67505836,FEATURED,1256388-51-8,1350473-66-3,COMPOUND,YES,YES,YES
LEFLUNOMIDE,LEFLUNOMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3899,FEATURED,75706-12-6,210165-51-8,COMPOUND,YES,YES,YES
LENALIDOMIDE,LENALIDOMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/216326,FEATURED,191732-72-6,"346670-73-3, 443912-14-9",COMPOUND,YES,YES,YES
LENVATINIB,LENVATINIB,https://pubchem.ncbi.nlm.nih.gov/compound/9823820,FEATURED,417716-92-8,942407-57-0,COMPOUND,YES,YES,YES
LEVAMISOLE,LEVAMISOLE,https://pubchem.ncbi.nlm.nih.gov/compound/26879,FEATURED,14769-73-4,53096-13-2,COMPOUND,YES,YES,YES
LEVOCARNITINE,LEVOCARNITINE,https://pubchem.ncbi.nlm.nih.gov/compound/10917,FEATURED,541-15-1,7634-98-2,COMPOUND,YES,YES,YES
LEVOMENOL,LEVOMENOL,https://pubchem.ncbi.nlm.nih.gov/compound/442343,FEATURED,"23089-26-1, 515-69-5","101467-45-2, 21090-60-8, 25428-43-7, 63601-23-0, 67375-41-1",COMPOUND,YES,YES,YES
LIDOCAINE,LIDOCAINE,https://pubchem.ncbi.nlm.nih.gov/compound/3676,FEATURED,137-58-6,"8059-42-5, 8059-66-3, 91484-71-8, 8059-66-3, 91484-71-8",COMPOUND,YES,YES,YES
LINALOOL,LINALOOL,https://pubchem.ncbi.nlm.nih.gov/compound/6549,FEATURED,"78-70-6, 22564-99-4","11024-20-7, 22564-99-4, 22564-99-4",COMPOUND,YES,YES,YES
LIXISENATIDE,LIXISENATIDE,https://pubchem.ncbi.nlm.nih.gov/compound/90472060,FEATURED,320367-13-3,827033-10-3,COMPOUND,NO,YES,YES
LOMITAPIDE,LOMITAPIDE,https://pubchem.ncbi.nlm.nih.gov/compound/9853053,FEATURED,182431-12-5,"202833-31-6, 210823-48-6",COMPOUND,YES,YES,YES
LUBIPROSTONE,LUBIPROSTONE,https://pubchem.ncbi.nlm.nih.gov/compound/157920,FEATURED,"333963-40-9, 136790-76-6","946081-34-1, 333963-40-9",COMPOUND,YES,YES,YES
LUMEFANTRINE,LUMEFANTRINE,https://pubchem.ncbi.nlm.nih.gov/compound/6437380,FEATURED,"82186-77-4, 120583-70-2, 120583-71-3",120583-69-9,COMPOUND,YES,YES,YES
MARAVIROC,MARAVIROC,https://pubchem.ncbi.nlm.nih.gov/compound/Maraviroc,FEATURED,376348-65-1,674782-29-7,COMPOUND,MISSING,YES,YES
MECLOZINE,MECLOZINE,https://pubchem.ncbi.nlm.nih.gov/compound/4034,FEATURED,"569-65-3, 163837-49-8",1286986-99-9,COMPOUND,YES,YES,YES
MEFLOQUINE,MEFLOQUINE,https://pubchem.ncbi.nlm.nih.gov/compound/40692,FEATURED,"51742-87-1, 53230-10-7",68682-27-9,COMPOUND,YES,YES,YES
MELATONIN,MELATONIN,https://pubchem.ncbi.nlm.nih.gov/compound/896,FEATURED,"73-31-4, 8041-44-9",1581233-31-9,COMPOUND,YES,YES,YES
MELOXICAM,MELOXICAM,https://pubchem.ncbi.nlm.nih.gov/compound/54677470,FEATURED,71125-38-7,133687-22-6,COMPOUND,YES,YES,YES
MEMANTINE,MEMANTINE,https://pubchem.ncbi.nlm.nih.gov/compound/4054,FEATURED,19982-08-2,51052-62-1,COMPOUND,YES,YES,YES
MEPIVACAINE,MEPIVACAINE,https://pubchem.ncbi.nlm.nih.gov/compound/4062,FEATURED,96-88-8,22801-44-1,COMPOUND,YES,YES,YES
MEPYRAMINE,MEPYRAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/4992,FEATURED,91-84-9,102206-59-7,COMPOUND,YES,YES,YES
MERCAPTAMINE,MERCAPTAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/6058,FEATURED,60-23-1,139720-70-0,COMPOUND,YES,YES,YES
METHOCARBAMOL,METHOCARBAMOL,https://pubchem.ncbi.nlm.nih.gov/compound/4107,FEATURED,532-03-6,145308-03-8,COMPOUND,YES,YES,YES
METHOXSALEN,METHOXSALEN,https://pubchem.ncbi.nlm.nih.gov/compound/4114,FEATURED,298-81-7,12692-94-3,COMPOUND,YES,YES,YES
METHYLPARABEN,METHYLPARABEN,https://pubchem.ncbi.nlm.nih.gov/compound/7456,FEATURED,99-76-3,"1000398-37-7, 156291-94-0, 58339-84-7, 1000398-37-7, 58339-84-7",COMPOUND,YES,YES,YES
METIROSINE,METIROSINE,https://pubchem.ncbi.nlm.nih.gov/compound/441350,FEATURED,672-87-7,"23239-48-7, 5380-13-2",COMPOUND,YES,YES,YES
METYRAPONE,METYRAPONE,https://pubchem.ncbi.nlm.nih.gov/compound/4174,FEATURED,54-36-4,37245-80-0,COMPOUND,YES,YES,YES
MICONAZOLE,MICONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/4189,FEATURED,22916-47-8,75319-47-0,COMPOUND,YES,YES,YES
MIDODRINE,MIDODRINE,https://pubchem.ncbi.nlm.nih.gov/compound/4195,FEATURED,"42794-76-3, 133163-28-7",97476-58-9,COMPOUND,YES,YES,YES
MIFEPRISTONE,MIFEPRISTONE,https://pubchem.ncbi.nlm.nih.gov/compound/55245,FEATURED,84371-65-3,"122742-25-0, 83203-42-3",COMPOUND,YES,YES,YES
MIGLUSTAT,MIGLUSTAT,https://pubchem.ncbi.nlm.nih.gov/compound/51634,FEATURED,72599-27-0,134282-77-2,COMPOUND,YES,YES,YES
MILNACIPRAN,MILNACIPRAN,https://pubchem.ncbi.nlm.nih.gov/compound/65833,FEATURED,"96847-55-1, 92623-85-3",105310-09-6,COMPOUND,YES,YES,YES
MILTEFOSINE,MILTEFOSINE,https://pubchem.ncbi.nlm.nih.gov/compound/3599,FEATURED,58066-85-6,93597-88-7,COMPOUND,YES,YES,YES
MINOXIDIL,MINOXIDIL,https://pubchem.ncbi.nlm.nih.gov/compound/Minoxidil,FEATURED,38304-91-5,16317-69-4,COMPOUND,MISSING,YES,YES
MIRABEGRON,MIRABEGRON,https://pubchem.ncbi.nlm.nih.gov/compound/9865528,FEATURED,223673-61-8,928324-05-4,COMPOUND,YES,YES,YES
MIRTAZAPINE,MIRTAZAPINE,https://pubchem.ncbi.nlm.nih.gov/compound/4205,FEATURED,"85650-52-8, 61337-67-5","61337-67-5, 82601-27-2",COMPOUND,YES,YES,YES
MOLINDONE,MOLINDONE,https://pubchem.ncbi.nlm.nih.gov/compound/23897,FEATURED,7416-34-4,65973-37-7,COMPOUND,YES,YES,YES
MOXIFLOXACIN,MOXIFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/152946,FEATURED,"151096-09-2, 354812-41-2",195154-07-5,COMPOUND,YES,YES,YES
MUPIROCIN,MUPIROCIN,https://pubchem.ncbi.nlm.nih.gov/compound/446596,FEATURED,"12650-69-0, 115074-43-6",62916-63-6,COMPOUND,YES,YES,YES
N-LAUROYLSARCOSINE,N-LAUROYLSARCOSINE,https://pubchem.ncbi.nlm.nih.gov/compound/7348,FEATURED,97-78-9,"15535-18-9, 58392-41-9, 15535-18-9",COMPOUND,YES,YES,YES
NANDROLONE,NANDROLONE,https://pubchem.ncbi.nlm.nih.gov/compound/9904,FEATURED,434-22-0,"30598-74-4, 409336-73-8",COMPOUND,YES,YES,YES
NEOMYCIN,NEOMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/Neomycin,FEATURED,1404-04-2,11013-50-6,COMPOUND,MISSING,YES,YES
NERATINIB,NERATINIB,https://pubchem.ncbi.nlm.nih.gov/compound/9915743,FEATURED,698387-09-6,736156-77-7,COMPOUND,YES,YES,YES
NETARSUDIL,NETARSUDIL,https://pubchem.ncbi.nlm.nih.gov/compound/66599893,FEATURED,1254032-66-0,1628418-15-4,COMPOUND,YES,YES,YES
NINTEDANIB,NINTEDANIB,https://pubchem.ncbi.nlm.nih.gov/compound/Nintedanib,FEATURED,656247-17-5,928326-83-4,COMPOUND,MISSING,YES,YES
NORGESTERONE,NORGESTERONE,https://pubchem.ncbi.nlm.nih.gov/compound/65606,FEATURED,13563-60-5,24467-99-0,COMPOUND,YES,YES,YES
OCTOXINOL,OCTOXINOL,https://pubchem.ncbi.nlm.nih.gov/compound/5590,FEATURED,"2315-67-5, 63869-93-2, 9002-93-1","1017686-87-1, 111287-03-7, 125692-92-4, 13463-07-5, 172826-82-3, 2003274-72-2, 2055492-07-2, 2091235-81-1, 308104-64-5, 39409-11-5, 66057-68-9, 66057-69-0, 66057-82-7, 81398-86-9, 9010-42-8, 9010-43-9, 9077-65-0, 935753-04-1, 1322-96-9",COMPOUND,YES,YES,YES
OCTOXYNOL,OCTOXYNOL,https://pubchem.ncbi.nlm.nih.gov/compound/5590,RELEVANT,"2315-67-5, 63869-93-2, 9002-93-1","1017686-87-1, 111287-03-7, 125692-92-4, 13463-07-5, 172826-82-3, 2003274-72-2, 2055492-07-2, 2091235-81-1, 308104-64-5, 39409-11-5, 66057-68-9, 66057-69-0, 66057-82-7, 81398-86-9, 9010-42-8, 9010-43-9, 9077-65-0, 935753-04-1, 1322-96-9",COMPOUND,NO,YES,YES
OFLOXACIN,OFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/4583,FEATURED,"82419-36-1, 83380-47-6","83380-47-6, 85344-55-4",COMPOUND,YES,YES,YES
OFTASCEINE,OFTASCEINE,https://pubchem.ncbi.nlm.nih.gov/compound/65079,FEATURED,1461-15-0,4370-08-5,COMPOUND,YES,YES,YES
OMBITASVIR,OMBITASVIR,https://pubchem.ncbi.nlm.nih.gov/compound/54767916,FEATURED,1258226-87-7,1444832-14-7,COMPOUND,YES,YES,YES
ORLISTAT,ORLISTAT,https://pubchem.ncbi.nlm.nih.gov/compound/3034010,FEATURED,96829-58-2,111397-16-1,COMPOUND,YES,YES,YES
OSIMERTINIB,OSIMERTINIB,https://pubchem.ncbi.nlm.nih.gov/compound/71496458,FEATURED,1421373-65-0,1610419-47-0,COMPOUND,YES,YES,YES
OUABAIN,OUABAIN,https://pubchem.ncbi.nlm.nih.gov/compound/439501,FEATURED,"630-60-4, 11018-89-6",36-06-6,COMPOUND,YES,YES,YES
OXEDRINE,OXEDRINE,https://pubchem.ncbi.nlm.nih.gov/compound/7172,FEATURED,94-07-5,582-84-3,COMPOUND,YES,YES,YES
PALIPERIDONE,PALIPERIDONE,https://pubchem.ncbi.nlm.nih.gov/compound/115237,FEATURED,144598-75-4,"130049-84-2, 130049-86-4, 147687-18-1",COMPOUND,YES,YES,YES
PANTETHINE,PANTETHINE,https://pubchem.ncbi.nlm.nih.gov/compound/452306,FEATURED,"16816-67-4, 644967-47-5",303-05-9,COMPOUND,YES,YES,YES
PANTHENOL,PANTHENOL,https://pubchem.ncbi.nlm.nih.gov/compound/4678,FEATURED,"16485-10-2, 81-13-0",62507-76-0,COMPOUND,YES,YES,YES
PARITAPREVIR,PARITAPREVIR,https://pubchem.ncbi.nlm.nih.gov/compound/45110509,FEATURED,1216941-48-8,1221573-85-8,COMPOUND,YES,YES,YES
PAZOPANIB,PAZOPANIB,https://pubchem.ncbi.nlm.nih.gov/compound/10113978,FEATURED,444731-52-6,790713-33-6,COMPOUND,YES,YES,YES
PEGVISOMANT,PEGVISOMANT,https://pubchem.ncbi.nlm.nih.gov/compound/Pegvisomant,FEATURED,218620-50-9,236101-82-9,COMPOUND,MISSING,YES,YES
PENBUTOLOL,PENBUTOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/37464,FEATURED,"38363-40-5, 36507-48-9, 38363-32-5",61914-98-5,COMPOUND,YES,YES,YES
PENTAFLUOROPROPANE,PENTAFLUOROPROPANE,https://pubchem.ncbi.nlm.nih.gov/compound/68030,FEATURED,460-73-1,220035-33-6,COMPOUND,YES,YES,YES
PEPTONE,PEPTONE,https://pubchem.ncbi.nlm.nih.gov/compound/Peptones,FEATURED,"73049-73-7, 977027-88-5",80702-37-0,COMPOUND,MISSING,YES,YES
PERFLUTREN,PERFLUTREN,https://pubchem.ncbi.nlm.nih.gov/compound/6432,FEATURED,76-19-7,"218599-63-4, 300408-51-9, 300408-51-9",COMPOUND,YES,YES,YES
PERINDOPRIL,PERINDOPRIL,https://pubchem.ncbi.nlm.nih.gov/compound/107807,FEATURED,"82834-16-0, 107133-36-8",99149-83-4,COMPOUND,YES,YES,YES
PEROXIDASE,PEROXIDASE,https://pubchem.ncbi.nlm.nih.gov/compound/9865515,FEATURED,"726169-73-9, 9003-99-0","108728-56-9, 191289-36-8, 9013-92-7, 9039-19-4",COMPOUND,YES,YES,YES
PHENOBARBITAL,PHENOBARBITAL,https://pubchem.ncbi.nlm.nih.gov/compound/4763,FEATURED,50-06-6,"11097-06-6, 46755-67-3",COMPOUND,YES,YES,YES
PHENOXYBENZAMINE,PHENOXYBENZAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/4768,FEATURED,59-96-1,102737-84-8,COMPOUND,YES,YES,YES
PHENYLTOLOXAMINE,PHENYLTOLOXAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/7077,FEATURED,92-12-6,9008-95-1,COMPOUND,YES,YES,YES
PILOCARPINE,PILOCARPINE,https://pubchem.ncbi.nlm.nih.gov/compound/5910,FEATURED,"92-13-7, 54-71-7",91484-73-0,COMPOUND,YES,YES,YES
PIMOBENDAN,PIMOBENDAN,https://pubchem.ncbi.nlm.nih.gov/compound/4823,FEATURED,"74150-27-9, 118428-37-8, 118428-38-9",118428-36-7,COMPOUND,YES,YES,YES
PINDOLOL,PINDOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/4828,FEATURED,13523-86-9,21870-06-4,COMPOUND,YES,YES,YES
PODOFILOX,PODOFILOX,https://pubchem.ncbi.nlm.nih.gov/compound/10607,FEATURED,"518-28-5, 9000-55-9, 477-47-4","11016-28-7, 8050-60-0, 8061-07-2, 8063-20-5",COMPOUND,YES,YES,YES
PODOPHYLLIN,PODOPHYLLIN,https://pubchem.ncbi.nlm.nih.gov/compound/Podophyllum%20Resin,FEATURED,9000-55-9,"8050-60-0, 8061-07-2, 8063-20-5",COMPOUND,MISSING,YES,YES
POLYCARBOPHIL,POLYCARBOPHIL,https://pubchem.ncbi.nlm.nih.gov/compound/Polycarbophil,FEATURED,9003-97-8,146239-85-2,COMPOUND,MISSING,YES,YES
POLYQUAD,POLYQUAD,https://pubchem.ncbi.nlm.nih.gov/compound/Polidronium%20Chloride,FEATURED,75345-27-6,"68518-54-7, 77539-07-2, 79078-20-9, 83635-69-2",COMPOUND,MISSING,YES,YES
POSACONAZOLE,POSACONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/468595,FEATURED,171228-49-2,177571-33-4,COMPOUND,YES,YES,YES
POTASSIUM,POTASSIUM,https://pubchem.ncbi.nlm.nih.gov/compound/5462222,FEATURED,7440-09-7,31079-13-7,COMPOUND,YES,YES,YES
PRAVASTATIN,PRAVASTATIN,https://pubchem.ncbi.nlm.nih.gov/compound/54687,FEATURED,81093-37-0,103382-89-4,COMPOUND,YES,YES,YES
PRAZIQUANTEL,PRAZIQUANTEL,https://pubchem.ncbi.nlm.nih.gov/compound/4891,FEATURED,55268-74-1,135526-78-2,COMPOUND,YES,YES,YES
PREDNISOLONE,PREDNISOLONE,https://pubchem.ncbi.nlm.nih.gov/compound/5755,FEATURED,50-24-8,"58201-11-9, 8056-11-9, 58201-11-9",COMPOUND,YES,YES,YES
PREGNENOLONE,PREGNENOLONE,https://pubchem.ncbi.nlm.nih.gov/compound/8955,FEATURED,145-13-1,116907-59-6,COMPOUND,YES,YES,YES
PROBENECID,PROBENECID,https://pubchem.ncbi.nlm.nih.gov/compound/4911,FEATURED,57-66-9,1384172-26-2,COMPOUND,YES,YES,YES
PROCAINE,PROCAINE,https://pubchem.ncbi.nlm.nih.gov/compound/4914,FEATURED,59-46-1,91484-72-9,COMPOUND,YES,YES,YES
PROGUANIL,PROGUANIL,https://pubchem.ncbi.nlm.nih.gov/compound/6178111,FEATURED,500-92-5,46920-30-3,COMPOUND,YES,YES,YES
PROPAFENONE,PROPAFENONE,https://pubchem.ncbi.nlm.nih.gov/compound/4932,FEATURED,54063-53-5,107300-59-4,COMPOUND,YES,YES,YES
PROPOFOL,PROPOFOL,https://pubchem.ncbi.nlm.nih.gov/compound/4943,FEATURED,2078-54-8,"28449-97-0, 50356-15-5, 50356-15-5",COMPOUND,YES,YES,YES
PROPRANOLOL,PROPRANOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/4946,FEATURED,"525-66-6, 13013-17-7",13013-17-7,COMPOUND,YES,YES,YES
PROPYLHEXEDRINE,PROPYLHEXEDRINE,https://pubchem.ncbi.nlm.nih.gov/compound/7558,FEATURED,"101-40-6, 3595-11-7",3595-11-7,COMPOUND,YES,YES,YES
PROPYLTHIOURACIL,PROPYLTHIOURACIL,https://pubchem.ncbi.nlm.nih.gov/compound/657298,FEATURED,51-52-5,500-50-5,COMPOUND,YES,YES,YES
PUMICE,PUMICE,https://pubchem.ncbi.nlm.nih.gov/compound/Pumice,FEATURED,1332-09-8,1202805-03-5,COMPOUND,MISSING,YES,YES
PYRIDOXAL,PYRIDOXAL,https://pubchem.ncbi.nlm.nih.gov/compound/1050,FEATURED,66-72-8,17281-92-4,COMPOUND,YES,YES,YES
PYRIDOXINE,PYRIDOXINE,https://pubchem.ncbi.nlm.nih.gov/compound/1054,FEATURED,65-23-6,2087491-32-3,COMPOUND,YES,YES,YES
RABEPRAZOLE,RABEPRAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5029,FEATURED,117976-89-3,909251-57-6,COMPOUND,YES,YES,YES
RACEPINEFRINE,RACEPINEFRINE,https://pubchem.ncbi.nlm.nih.gov/compound/838,FEATURED,329-65-7,"6912-68-1, 8059-19-6, 8060-13-7",COMPOUND,YES,YES,YES
RAMIPRIL,RAMIPRIL,https://pubchem.ncbi.nlm.nih.gov/compound/5362129,FEATURED,87333-19-5,126613-39-6,COMPOUND,YES,YES,YES
RASBURICASE,RASBURICASE,https://pubchem.ncbi.nlm.nih.gov/compound/Rasburicase,FEATURED,134774-45-1,352311-12-7,COMPOUND,MISSING,YES,YES
RESLIZUMAB,RESLIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Reslizumab,FEATURED,241473-69-8,339087-64-8,COMPOUND,MISSING,YES,YES
RETAPAMULIN,RETAPAMULIN,https://pubchem.ncbi.nlm.nih.gov/compound/Retapamulin,FEATURED,224452-66-8,345632-67-9,COMPOUND,MISSING,YES,YES
REVEFENACIN,REVEFENACIN,https://pubchem.ncbi.nlm.nih.gov/compound/11753673,FEATURED,"864750-70-9, 1211931-83-7",1211931-83-7,COMPOUND,YES,YES,YES
RIFAMPICIN,RIFAMPICIN,https://pubchem.ncbi.nlm.nih.gov/compound/135398735,FEATURED,13292-46-1,845504-52-1,COMPOUND,YES,YES,YES
RIFAPENTINE,RIFAPENTINE,https://pubchem.ncbi.nlm.nih.gov/compound/135403821,FEATURED,61379-65-5,"71950-35-1, 773848-08-1",COMPOUND,YES,YES,YES
RIFAXIMIN,RIFAXIMIN,https://pubchem.ncbi.nlm.nih.gov/compound/6436173,FEATURED,80621-81-4,88747-56-2,COMPOUND,YES,YES,YES
ROFECOXIB,ROFECOXIB,https://pubchem.ncbi.nlm.nih.gov/compound/5090,FEATURED,162011-90-7,186912-82-3,COMPOUND,YES,YES,YES
ROMIPLOSTIM,ROMIPLOSTIM,https://pubchem.ncbi.nlm.nih.gov/compound/Romiplostim,FEATURED,267639-76-9,847595-08-8,COMPOUND,MISSING,YES,YES
SALBUTAMOL,SALBUTAMOL,https://pubchem.ncbi.nlm.nih.gov/compound/2083,FEATURED,18559-94-9,35763-26-9,COMPOUND,YES,YES,YES
SALSALATE,SALSALATE,https://pubchem.ncbi.nlm.nih.gov/compound/5161,FEATURED,552-94-3,2087491-28-7,COMPOUND,YES,YES,YES
SAQUINAVIR,SAQUINAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/441243,FEATURED,127779-20-8,131176-13-1,COMPOUND,YES,YES,YES
SECOBARBITAL,SECOBARBITAL,https://pubchem.ncbi.nlm.nih.gov/compound/5193,FEATURED,76-73-3,29071-21-4,COMPOUND,YES,YES,YES
SECUKINUMAB,SECUKINUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Secukinumab,FEATURED,"1229022-83-6, 875356-43-7",875356-43-7,COMPOUND,MISSING,YES,YES
SELEGILINE,SELEGILINE,https://pubchem.ncbi.nlm.nih.gov/compound/26757,FEATURED,14611-51-9,172964-89-5,COMPOUND,YES,YES,YES
SEMAGLUTIDE,SEMAGLUTIDE,https://pubchem.ncbi.nlm.nih.gov/compound/56843331,FEATURED,910463-68-2,910463-93-3,COMPOUND,YES,YES,YES
SIMVASTATIN,SIMVASTATIN,https://pubchem.ncbi.nlm.nih.gov/compound/54454,FEATURED,79902-63-9,118607-03-7,COMPOUND,YES,YES,YES
SOFOSBUVIR,SOFOSBUVIR,https://pubchem.ncbi.nlm.nih.gov/compound/45375808,FEATURED,1190307-88-0,1421833-87-5,COMPOUND,YES,YES,YES
SONIDEGIB,SONIDEGIB,https://pubchem.ncbi.nlm.nih.gov/compound/24775005,FEATURED,956697-53-3,1270169-93-1,COMPOUND,YES,YES,YES
SOTALOL,SOTALOL,https://pubchem.ncbi.nlm.nih.gov/compound/5253,FEATURED,3930-20-9,27948-47-6,COMPOUND,YES,YES,YES
