url,common,preferred,brand,inn,pubchem,who_atc,cas,originator,stereochemistry,formula,mw,investigational,us_market,us_market_year,us_prev_market,first_year_approval,fda_links,target_list,condition_list,patent_list,pubmed,pmid,mesh,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance
https://drugs.ncats.io/drug/816CLQ4017,"['NORTHERN BLUEFIN TUNA', 'ALBACORA THYNNUS FLESH', 'BLUEFIN TUNNY', 'THYNNUS VULGARIS FLESH', 'THUNNUS VULGARIS FLESH', 'THYNNUS SECUNDODORSALIS FLESH', 'THYNNUS LINNEI FLESH', 'NORTHERN BLUEFIN TUNA FLESH', 'SCOMBER THYNNUS FLESH', 'THYNNUS THYNNUS FLESH', 'THUNNUS THYNNUS FLESH', 'ATLANTIC BLUEFIN TUNA', 'THUNNUS SECUNDODORSALIS FLESH', 'ORCYNUS THYNNUS FLESH', 'THUNNUS THYNNUS MUSCLE', 'ORCYNUS SECONDIDORSALIS FLESH', 'TUNA (THUNNUS THYNNUS)', 'THYNNUS MEDITERRANEUS FLESH', 'THUNNUS THYNUS FLESH']",NORTHERN BLUEFIN TUNA,[],,,,,,,,,0,0,,0,1998.0,[],[],[],[],[],[],,NORTHERN BLUEFIN TUNA,https://pubchem.ncbi.nlm.nih.gov/compound/Northern%20bluefin%20tuna,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/E88KKF623O,"['RED KING CRAB', 'PARALITHODES CAMTSCHATICUS FLESH', 'PARALITHODES CAMTSCHATICUS MUSCLE', 'PARALITHODES CAMTSCHATICA FLESH', 'RED KING CRAB FLESH', 'KING CRAB (PARALITHODES CAMTSCHATICUS)']",RED KING CRAB,[],,,,,,,,,0,0,,0,1998.0,[],[],[],[],[],[],,RED KING CRAB,https://pubchem.ncbi.nlm.nih.gov/compound/Red%20king%20crab,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/32MP823R8S,"['ARTEMISIA VULGARIS ROOT', 'NAGADAMANI ROOT', 'ARTEMISIA VULGARIS', 'ARTEMISIA OPULENTA ROOT', 'ABSINTHIUM SPICATUM ROOT', 'FELON-HERB ROOT', 'COMMON WORMWOOD ROOT', 'ARTEMISIA VULGARIS [WHO-DD]', 'ARTEMISIA VULGARIS [HPUS]', 'ARTEMISIA JAVANICA ROOT', 'ARTEMISIA OFFICINALIS ROOT', 'ARTEMISIA AFFINIS ROOT', 'MUGWORT ROOT', 'ARTEMISIA VULGARIS ROOT [WHO-DD]']",ARTEMISIA VULGARIS ROOT,[],,,,,,,,,0,0,,0,1998.0,[],[],[],[],[],[],,ARTEMISIA VULGARIS ROOT,https://pubchem.ncbi.nlm.nih.gov/compound/Artemisia%20vulgaris%20root,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/H4I7YEE9DM,"['JUNIPERUS VIRGINIANA WOOD', 'EASTERN REDCEDAR WOOD', 'SABINA VIRGINIANA WOOD', 'EASTERN RED CEDAR WOOD', 'VIRGINIA RED CEDAR WOOD', 'PENCIL CEDAR WOOD', 'RED CEDAR JUNIPER WOOD']",JUNIPERUS VIRGINIANA WOOD,[],,,,,,,,,0,0,,0,1996.0,[],[],[],[],[],[],,JUNIPERUS VIRGINIANA WOOD,https://pubchem.ncbi.nlm.nih.gov/compound/Juniperus%20virginiana%20wood,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/O3034Q5AHK,"['EVERNIA PRUNASTRI', 'EVERNIA HERINII', 'OAK MOSS [HOC]', 'PARMELIA PRUNASTRI VAR. RETUSA', 'OAK MOSS ABSOLUTE [FHFI]', 'EVERNIA PRUNASTRI (L.) ACH.', 'LICHEN PRUNASTRI', 'LICHEN STICTOCEROS', 'EVERNIA PRUNASTRI WHOLE', 'PHYSCIA PRUNASTRI', 'EVERNIA STICTOCEROS']",EVERNIA PRUNASTRI,[],,,,,,,,,0,0,,0,1994.0,[],[],[],[],[],[],,EVERNIA PRUNASTRI,https://pubchem.ncbi.nlm.nih.gov/compound/Evernia%20prunastri,FEATURED,"977059-15-6, 9000-50-4, 90028-68-5",,COMPOUND
https://drugs.ncats.io/drug/ZDN2AC0L08,"['FELIS CATUS DANDER', 'FELIS DOMESTICUS DANDER', 'CAT DANDER EXTRACT', 'DOMESTIC CAT DANDER', 'FELIS SILVESTRIS CATUS DANDER', 'CAT DANDER', 'FELIS CATUS DOMESTICA DANDER']",FELIS CATUS DANDER,[],,,,,,,,,0,0,,0,1992.0,[],[],[],[],[],[],,FELIS CATUS DANDER,https://pubchem.ncbi.nlm.nih.gov/compound/Felis%20catus%20Dander,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/57L1Z5378K,"['DERMATOPHAGOIDES PTERONYSSINUS', 'HOUSE DUST MITE EXTRACT, DERMATOPHAGOIDES PTERONYSSINUS', 'MITE D.P.', 'EUROPEAN HOUSE DUST MITE EXTRACT', 'EUROPEAN HOUSE DUST MITE', 'DERMATOPHAGOIDES PTERONYSSINUS WHOLE', 'INSECTS (WHOLE BODY), MITE DERMATOPHAGOIDES PTERONYSSINUS']",DERMATOPHAGOIDES PTERONYSSINUS,[],,,,,,,,,0,0,,0,1986.0,[],[],[],[],[],[],,DERMATOPHAGOIDES PTERONYSSINUS,https://pubchem.ncbi.nlm.nih.gov/compound/Dermatophagoides%20pteronyssinus,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/55W4M8149I,"['AMARANTHUS RETROFLEXUS WHOLE', 'RED-ROOT AMARANTH WHOLE', 'ROUGH PIGWEED WHOLE', 'CARELESS WEED WHOLE', 'REDROOT PIGWEED WHOLE', 'AMARANTHUS RETROFLEXUS [WHO-DD]', 'REDROOT AMARANTH WHOLE']",AMARANTHUS RETROFLEXUS WHOLE,[],,,,,,,,,0,0,,0,1986.0,[],[],[],[],[],[],,AMARANTHUS RETROFLEXUS WHOLE,https://pubchem.ncbi.nlm.nih.gov/compound/Amaranthus%20retroflexus%20whole,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/4A10JR4E7E,"['ANACARDIUM OCCIDENTALE FRUIT', 'MARANON FRUIT', 'ANACARDIUM OCCIDENTALE', 'ANACARDIUM CURATELLIFOLIUM FRUIT', 'ANACARDIUM OCCIDENTALE [HPUS]', 'CASHEW FRUIT', 'CAJU FRUIT']",ANACARDIUM OCCIDENTALE FRUIT,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,ANACARDIUM OCCIDENTALE FRUIT,https://pubchem.ncbi.nlm.nih.gov/compound/Anacardium%20occidentale%20fruit,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/81369ZC3RW,"['PACIFIC OCEAN PERCH', 'SEBASTICHTHYS ALUTUS FLESH', 'LONGJAW ROCKFISH', 'SEBASTES ALUTUS MUSCLE', 'SEBASTODES ALUTUS FLESH', 'SEBASTES ALUTUS FLESH', 'OCEAN PERCH (SEBASTES ALUTUS)', 'PACIFIC OCEAN PERCH FLESH']",PACIFIC OCEAN PERCH,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,PACIFIC OCEAN PERCH,https://pubchem.ncbi.nlm.nih.gov/compound/Pacific%20ocean%20perch,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/P4M52SZ8L6,"['RAINBOW TROUT', 'SALMO GILBERTI FLESH', 'TROUT,RAINBOW,FARMED,RAW', 'ONCHORRHYCHUS MYKISS FLESH', 'SALMO KAMLOOPS FLESH', 'KAMCHATKA TROUT', 'RAINBOW TROUT FLESH', 'ONCORHYNCHUS MYSKIS FLESH', 'FISH, TROUT, RAINBOW, WILD, RAW', 'SALMO PENSHINENSIS FLESH', 'SALMO TRUNCATUS FLESH', 'KAMCHATKA STEELHEAD', 'SALMO GAIRDNERI FLESH', 'STEELHEAD', 'SALMO IRIDEA FLESH', 'COAST RAINBOW TROUT', 'SALMO NELSONI FLESH', 'SALMO MYKISS FLESH', 'COAST ANGEL TROUT', 'TROUT, RAINBOW', 'STEELHEAD TROUT', 'TROUT,RAINBOW,WILD,RAW', 'ONCHORYNCHUS MYKISS FLESH', 'ONCORHYNCHUS MYKISS FLESH', 'SALMO GAIRDNERII FLESH', 'FISH, TROUT, RAINBOW, FARMED, RAW', 'TRUTTA IRIDEA FLESH', 'ONCORHYNCHUS KAMLOOPS FLESH', 'PARASALMO MYKISS FLESH', 'ONCORHYNCHUS MYKISS MUSCLE', 'SALMO IRIDEUS FLESH', 'BAJA CALIFORNIA RAINBOW TROUT', 'KAMLOOPS TROUT', 'SALMO MASONI FLESH', 'PARASALMO PENSHINENSIS FLESH', 'SALMO PURPURATUS FLESH', 'FARIO GAIRDNERI FLESH']",RAINBOW TROUT,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,RAINBOW TROUT,https://pubchem.ncbi.nlm.nih.gov/compound/Rainbow%20Trout,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/FIX499R7DR,"['CHANNEL CATFISH', 'CATFISH (ICTALURUS PUNCTATUS)', 'SPOTTED CAT', 'FISH, CATFISH, CHANNEL, WILD, RAW', 'SILURUS PUNCTATUS FLESH', 'CATFISH,CHANNEL,FARMED,RAW', 'FISH, CATFISH, CHANNEL, FARMED, RAW', 'CATFISH,CHANNEL,WILD,RAW', 'GRACEFUL CATFISH', 'LAKE CATFISH', 'ICTALURUS PUNCTATUS MUSCLE', 'ICTALURUS PUNCTATUS FLESH', 'GRACEFUL CATFISH FLESH', 'CHANNEL CATFISH FLESH']",CHANNEL CATFISH,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,CHANNEL CATFISH,https://pubchem.ncbi.nlm.nih.gov/compound/Channel%20Catfish,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/TJH4LL437H,"['NORTHERN BROWN SHRIMP', 'SHRIMP (FARFANTEPENAEUS AZTECUS)', 'RED SHRIMP', 'FARFANTEPENAEUS AZTECUS FLESH', 'PENAEUS AZTECUS FLESH', 'FARFANTEPENAEUS AZTECUS MUSCLE', 'REDTAIL SHRIMP', 'PENAEUS BRASILIENSIS AZTECUS FLESH']",NORTHERN BROWN SHRIMP,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,NORTHERN BROWN SHRIMP,https://pubchem.ncbi.nlm.nih.gov/compound/Northern%20brown%20shrimp,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/19988ORO24,"['FIELD MUSHROOM', 'AGARICUS CAMPESTRIS [HPUS]', 'AGARICUS CAMPESTRIS [WHO-DD]', 'FUNGUS CAMPESTRIS FRUITING BODY', 'PSALLIOTA CAMPESTRIS FRUITING BODY', 'PSALLIOTA FLOCCULOSA FRUITING BODY', 'AGARICUS CAMPESTRIS FRUITING BODY', 'PRATELLA CAMPESTRIS FRUITING BODY', 'AGARICUS CAMPESTER', 'MEADOW MUSHROOM', 'AGARICUS CAMPESTRIS VAR. CAMPESTRIS FRUITING BODY', 'PLUTEUS CAMPESTRIS FRUITING BODY', 'AGARICUS CAMPESTRIS']",FIELD MUSHROOM,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,FIELD MUSHROOM,https://pubchem.ncbi.nlm.nih.gov/compound/Field%20mushroom,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/GOO22BTU71,"['MYRISTICA FRAGRANS FRUIT', 'MACE FRUIT', 'MYRISTICA MOSCHATA FRUIT', 'NUTMEG FRUIT', 'MYRISTICA AROMATICA FRUIT', 'MYRISTICA FRAGRANS FRUIT [WHO-DD]', 'MYRISTICA OFFICINALIS FRUIT']",MYRISTICA FRAGRANS FRUIT,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,MYRISTICA FRAGRANS FRUIT,https://pubchem.ncbi.nlm.nih.gov/compound/Myristica%20fragrans%20fruit,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/HO615U86UJ,"['ATLANTIC MACKEREL', 'SCOMBER GLAUCISCUS FLESH', 'SCOMBER SCOMBRUS FLESH', 'FISH, MACKEREL, ATLANTIC, RAW', 'SCOMBER SCOMBRUS MUSCLE', 'MACKEREL (SCOMBER SCOMBRUS)', 'SCOMBER VERNALIS FLESH', 'ATLANTIC MACKEREL FLESH', 'MACKEREL,ATLANTIC,RAW', 'SCOMBER SCOMBER FLESH', 'SCOMBER VULGARIS FLESH', 'SCOMBER SCRIPTUS FLESH']",ATLANTIC MACKEREL,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,ATLANTIC MACKEREL,https://pubchem.ncbi.nlm.nih.gov/compound/Atlantic%20mackerel,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/D6G49OV9IM,"['NORTHERN QUAHOG', 'HARD-SHELL CLAM', 'MERCENARIA MERCENARIA MUSCLE', 'HARD-SHELLED CLAM', 'ROUND CLAM', 'VENUS MERCENARIA [HPUS]', 'MERCENARIA MERCENARIA FLESH', 'VENUS MERCENARIA FLESH', 'QUAHOG (VENUS MERCENARIA)', 'NORTHERN QUAHOG FLESH']",NORTHERN QUAHOG,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,NORTHERN QUAHOG,https://pubchem.ncbi.nlm.nih.gov/compound/Northern%20quahog,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/6T362S6JF6,"['AMERICAN LOBSTER', 'HOMARUS AMERICANUS MUSCLE', 'MAINE LOBSTER FLESH', 'LOBSTER (HOMARUS AMERICANUS)', 'HOMARUS AMERICANUS FLESH', 'AMERICAN LOBSTER FLESH']",AMERICAN LOBSTER,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,AMERICAN LOBSTER,https://pubchem.ncbi.nlm.nih.gov/compound/American%20lobster,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/0YJW8KYT51,"['BLACK SEA BASS', 'LABRUS STRIATUS FLESH', 'BLACK SEA BASS FLESH', 'CENTROPRISTIS STRIATA MUSCLE', 'SEA BASS (CENTROPRISTIS STRIATA)', 'CENTROPRISTIS MELANA FLESH', 'CENTROPRISTIS MELANUS FLESH', 'BLACKFISH', 'CENTROPRISTIS STRIATA FLESH']",BLACK SEA BASS,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,BLACK SEA BASS,https://pubchem.ncbi.nlm.nih.gov/compound/Black%20sea%20bass,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/BY65V9YV1I,"['SEA SCALLOP', 'PLACOPECTEN MAGELLANICUS MUSCLE', 'SEA SCALLOP FLESH', 'PLACOPECTEN MAGELLANICUS FLESH', 'SCALLOP (PLACOPECTEN MAGELLANICUS)']",SEA SCALLOP,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,SEA SCALLOP,https://pubchem.ncbi.nlm.nih.gov/compound/Sea%20scallop,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/48Z8OUT98B,"['MUCOR CIRCINELLOIDES F. CIRCINELLOIDES', 'RHIZOMUCOR CIRCINELLOIDES F. CIRCINELLOIDES', 'MUCOR CIRCINELLOIDES F. CIRCINELLOIDES WHOLE', 'MUCOR RAMIFICUS', 'CALYPTROMYCES CIRCINELLOIDES', 'MUCOR ALTERNANS', 'CIRCINOMUCOR CIRCINELLOIDES', 'MUCOR DUBIUS', 'MUCOR AMBIGUUS', 'MUCOR MANDSHURICUS', 'MUCOR CIRCINELLOIDES VAR. MANDSHURICUS', 'MUCOR GRISEOROSEUS', 'MUCOR CIRCINELLOIDES FORMA CIRCINELLOIDES', 'MUCOR PRAINII', 'MUCOR JAVANICUS']",MUCOR CIRCINELLOIDES F. CIRCINELLOIDES,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,MUCOR CIRCINELLOIDES F. CIRCINELLOIDES,https://pubchem.ncbi.nlm.nih.gov/compound/Mucor%20circinelloides%20f.%20circinelloides,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/0J0X819B3C,"['MUCOR CIRCINELLOIDES F. LUSITANICUS', 'RHIZOMUCOR CIRCINELLOIDES F. LUSITANICUS', 'MUCOR CIRCINELLOIDES FORMA LUSITANICUS', 'MUCOR ZEICOLUS', 'MUCOR RACEMOSUS VAR. LUSITANICUS', 'MUCOR JAUCHAE', 'MUCOR GRISEOLILACINUS', 'MUCOR CIRCINELLOIDES F. LUSITANICUS WHOLE', 'MUCOR LUSITANICUS']",MUCOR CIRCINELLOIDES F. LUSITANICUS,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,MUCOR CIRCINELLOIDES F. LUSITANICUS,https://pubchem.ncbi.nlm.nih.gov/compound/Mucor%20circinelloides%20f.%20lusitanicus,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/12ZC3K09X7,"['YELLOWFIN TUNA', 'SEMATHUNNUS ITOSIBI FLESH', 'THUNUS ALBACARES FLESH', 'KISHINOELLA ZACALLES FLESH', 'NEOTHUNNUS ALBACARES FLESH', 'THYNNUS MACROPTERUS FLESH', 'THUNNUS ALLISONI FLESH', 'PACIFIC LONG-TAILED TUNA', 'SCOMBER ALBACARES FLESH', 'GERMO ALLISONI FLESH', 'NEOTHUNNUS MACROPTERUS FLESH', 'ALLISON TUNA', 'SCOMBER ALBACORUS FLESH', 'GERMO ARGENTIVITTATUS FLESH', 'THUNNUS ARGENTIVITTATUS FLESH', 'THUNNUS ALBACARES MUSCLE', 'ORCYNUS MACROPTERUS FLESH', 'THUNNUS ZACALLES FLESH', 'AUTUMN ALBACORE', 'NEOTHUNNUS ALBACORA FLESH', 'NEOTHUNNUS BREVIPINNA FLESH', 'KISHINCELLA ZACALLES FLESH', 'THUNNUS ALBACORA FLESH', 'THYNNUS ALBACORA FLESH', 'NEOTHUNNUS ARGENTIVITTATUS FLESH', 'NEOTHUNNUS CATALINAE FLESH', 'ATLANTIC YELLOWFIN TUNA', 'THUNNUS ALBACARRES FLESH', 'GERMO ALBACARES FLESH', 'ORCYNUS ALBACORA FLESH', 'GERMO ITOSIBI FLESH', 'SEMATHUNNUS GUILDI FLESH', 'TUNA (THUNNUS ALBACARES)', 'THUNNUS ALBACORES FLESH', 'LONG FIN TUNNY', ""ALLISON'S TUNA"", 'YELLOWFIN TUNNY', 'ORCYNUS SUBULATUS FLESH', 'YELLOWFINNED ALBACORE', 'YELLOW-FIN TUNA FISH', 'GERMO ALBACORA FLESH', 'NEOTHUNNUS ALLISONI FLESH', 'THUNNUS CATALINAE FLESH', 'THUNNUS MACROPTERUS FLESH', 'THYNNUS ARGENTIVITTATUS FLESH', 'SCOMBER SLOANEI FLESH', 'YELLOWFIN TUNA FLESH', 'THUNNUS ITOSIBI FLESH', 'GERMO MACROPTERUS FLESH', 'NEOTHUNNUS ITOSIBI FLESH', 'THUNNUS ALBACARES FLESH']",YELLOWFIN TUNA,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,YELLOWFIN TUNA,https://pubchem.ncbi.nlm.nih.gov/compound/Yellowfin%20tuna,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/IUP4S55D8S,"['AMERICAN HAZELNUT', 'AMERICAN HAZELNUT NUT', 'AMERICAN HAZEL NUT', 'CORYLUS HUMILIS NUT', 'CORYLUS AMERICANA SEED', 'CORYLUS CALYCULATA NUT', 'CORYLUS VIRGINIANA NUT', 'CORYLUS SEROTINA NUT', 'CORYLUS AMERICANA NUT']",AMERICAN HAZELNUT,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,AMERICAN HAZELNUT,https://pubchem.ncbi.nlm.nih.gov/compound/American%20Hazelnut,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/T6ENY6RV6W,"['MUSA ACUMINATA FRUIT', 'MUSA ZEBRINA FRUIT', 'MUSA CAVENDISHII FRUIT', 'MUSA SINENSIS FRUIT', 'DWARF BANANA FRUIT', 'MUSA ACUMINATA FRUIT [WHO-DD]', 'MUSA SIMIARUM FRUIT', 'MUSA CHINENSIS FRUIT', 'MUSA RUMPHIANA FRUIT', 'MUSA CORNICULATA FRUIT', 'MUSA NANA FRUIT']",MUSA ACUMINATA FRUIT,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,MUSA ACUMINATA FRUIT,https://pubchem.ncbi.nlm.nih.gov/compound/Musa%20acuminata%20fruit,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/2NS91NJI8N,"['CUCURBITA PEPO SUBSP. OVIFERA WHOLE', 'CUCURBITA PEPO VAR. OVIFERA WHOLE']",CUCURBITA PEPO SUBSP. OVIFERA WHOLE,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,CUCURBITA PEPO SUBSP. OVIFERA WHOLE,https://pubchem.ncbi.nlm.nih.gov/substance/483935378,RELEVANT,N/A,,SUBSTANCE
https://drugs.ncats.io/drug/815V716OR2,"['GIBBERELLA FUJIKUROI', 'LISEA FUJIKUROI', 'FUSARIUM MONILIFORME', 'ALYSIDIUM VERTICILLIOIDES', 'OOSPORA VERTICILLIOIDES', 'FUSARIUM VERTICILLIOIDES', 'GIBBERELLA MONILIFORMIS']",GIBBERELLA FUJIKUROI,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,GIBBERELLA FUJIKUROI,https://pubchem.ncbi.nlm.nih.gov/compound/Gibberella%20fujikuroi,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/8Z8C642TPL,"['GLIOCLADIUM VIRIDE', 'GLIOCLADIUM VIRIDE WHOLE']",GLIOCLADIUM VIRIDE,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,GLIOCLADIUM VIRIDE,https://pubchem.ncbi.nlm.nih.gov/compound/Gliocladium%20viride,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/9J6GJ0890E,"['CAMPONOTUS PENNSYLVANICUS', 'CAMPONOTUS PENNSYLVANICUS WHOLE', 'BLACK CARPENTER ANT', 'BLACK CARPENTER ANT WHOLE']",CAMPONOTUS PENNSYLVANICUS,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,CAMPONOTUS PENNSYLVANICUS,https://pubchem.ncbi.nlm.nih.gov/compound/Camponotus%20pennsylvanicus,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/D932NLL87Z,"['EUROTIUM AMSTELODAMI', 'ASPERGILLUS VITIS', 'ASPERGILLUS AMSTELODAMI', 'EUROTIUM AMSTELODAMI WHOLE', 'EUROTIUM VITIS']",EUROTIUM AMSTELODAMI,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,EUROTIUM AMSTELODAMI,https://pubchem.ncbi.nlm.nih.gov/compound/Eurotium%20amstelodami,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/C94X53K2GW,"['BACCHARIS SAROTHROIDES WHOLE', 'BROOM BACCHARIS WHOLE', 'DESERT BROOM WHOLE', 'DESERTBROOM WHOLE']",BACCHARIS SAROTHROIDES WHOLE,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,BACCHARIS SAROTHROIDES WHOLE,https://pubchem.ncbi.nlm.nih.gov/substance/483933591,RELEVANT,N/A,,SUBSTANCE
https://drugs.ncats.io/drug/C0K52765EZ,"['LACTUCA SATIVA WHOLE', 'LETTUCE WHOLE', 'LACTUCA SATIVA LONGIFOLIA WHOLE', 'LACTUCA SATIVA [WHO-DD]', 'LACTUCA SATIVA CAPITATA WHOLE', 'LACTUCA SATIVA CRISPA WHOLE', 'GARDEN LETTUCE WHOLE']",LACTUCA SATIVA WHOLE,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,LACTUCA SATIVA WHOLE,https://pubchem.ncbi.nlm.nih.gov/substance/482029725,RELEVANT,N/A,,SUBSTANCE
https://drugs.ncats.io/drug/J21YE3W98E,"['PISUM SATIVUM WHOLE', 'PISUM SATIVUM [WHO-DD]', 'PEA [HOC]', 'GARDEN PEA WHOLE', 'PISUM VULGARE WHOLE']",PISUM SATIVUM WHOLE,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,PISUM SATIVUM WHOLE,https://pubchem.ncbi.nlm.nih.gov/substance/482028020,RELEVANT,N/A,,SUBSTANCE
https://drugs.ncats.io/drug/EB048G1S9J,"['THEOBROMA CACAO WHOLE', 'THEOBROMA CARIBAEA WHOLE', 'THEOBROMA KALAGUA WHOLE', 'CACAO MINAR WHOLE', 'CHOCOLATE [HOC]', 'CACAO WHOLE', 'THEOBROMA SALTZMANNIANA WHOLE', 'THEOBROMA INTEGERRIMA WHOLE', 'THEOBROMA CACAO [WHO-DD]']",THEOBROMA CACAO WHOLE,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,THEOBROMA CACAO WHOLE,https://pubchem.ncbi.nlm.nih.gov/substance/482017901,RELEVANT,N/A,,SUBSTANCE
https://drugs.ncats.io/drug/EK7F0414PI,"['AMARANTHUS HYBRIDUS POLLEN', 'GREEN PIGWEED POLLEN', 'SMOOTH PIGWEED POLLEN', 'GREEN AMARANTH POLLEN', 'AMARANTHUS INCURVATUS POLLEN', 'AMARANTHUS CHLOROSTACHYS POLLEN', 'SLIM AMARANTH POLLEN', 'SMOOTH AMARANTH POLLEN', 'AMARANTHUS PATULUS POLLEN']",AMARANTHUS HYBRIDUS POLLEN,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,AMARANTHUS HYBRIDUS POLLEN,https://pubchem.ncbi.nlm.nih.gov/compound/Amaranthus%20hybridus%20Pollen,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/H9E0IX4MOX,"['LEUCANTHEMUM VULGARE POLLEN', 'OX-EYE DAISY POLLEN', 'OXEYE DAISY POLLEN', 'LEUCANTHEMUM LEUCANTHEMUM POLLEN', 'CHRYSANTHEMUM LEUCANTHEMUM POLLEN']",LEUCANTHEMUM VULGARE POLLEN,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,LEUCANTHEMUM VULGARE POLLEN,https://pubchem.ncbi.nlm.nih.gov/compound/Leucanthemum%20vulgare%20Pollen,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/3SNK70F46Y,"['TRIFOLIUM PRATENSE POLLEN', 'RED CLOVER POLLEN']",TRIFOLIUM PRATENSE POLLEN,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,TRIFOLIUM PRATENSE POLLEN,https://pubchem.ncbi.nlm.nih.gov/compound/Trifolium%20pratense%20Pollen,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/ZV095H5633,"['MUSKMELON', 'CUCUMIS MELO FRUIT', 'ORIENTAL MELON']",MUSKMELON,[],,,,,,,,,0,0,,0,1981.0,[],[],[],[],[],[],,MUSKMELON,https://pubchem.ncbi.nlm.nih.gov/compound/Muskmelon,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/987GS3GJZX,"['POLISTES ANNULARIS VENOM PROTEIN', 'VESPA CINCTA VENOM PROTEIN', 'VESPA ANNULATA VENOM PROTEIN', 'POLISTES VIRGINIENSIS VENOM PROTEIN']",POLISTES ANNULARIS VENOM PROTEIN,[],,,,,,,,,0,0,,0,1979.0,[],[],[],[],[],[],,POLISTES ANNULARIS VENOM PROTEIN,https://pubchem.ncbi.nlm.nih.gov/compound/Polistes%20annularis%20venom%20protein,FEATURED,N/A,,COMPOUND
https://drugs.ncats.io/drug/ZN217W5Y50,['POLISTES METRICUS VENOM PROTEIN'],POLISTES METRICUS VENOM PROTEIN,[],,,,,,,,,0,0,,0,1979.0,[],[],[],[],[],[],,POLISTES METRICUS VENOM PROTEIN,https://pubchem.ncbi.nlm.nih.gov/compound/Polistes%20metricus%20venom%20protein,FEATURED,N/A,,COMPOUND
